deviceName,time[sec],objectID,ioTaskID,taskPriority,taskDeadline
device35,3782.0,AX123,3702,1,29
device38,3783.0,BU146,3703,0,5
device62,3784.0,BC128,3704,5,-1
device97,3785.0,DA178,3705,5,7
device1,3786.0,DM190,3706,1,8
device31,3787.0,DO192,3707,0,8
device40,3788.0,CT171,3708,4,-1
device79,3789.0,AY124,3709,5,26
device27,3790.0,CC154,3710,5,23
device1,3791.0,CQ168,3711,4,18
device37,3792.0,BT145,3712,5,-1
device22,3793.0,DR195,3713,0,26
device19,3794.0,DO192,3714,3,28
device57,3795.0,DQ194,3715,5,23
device47,3796.0,AC102,3716,3,-1
device43,3797.0,CT171,3717,4,37
device56,3798.0,CL163,3718,4,14
device77,3799.0,DG184,3719,5,3
device20,3800.0,BO140,3720,0,-1
device94,3801.0,DK188,3721,2,13
device65,3802.0,AX123,3722,4,37
device73,3803.0,DF183,3723,5,10
device90,3804.0,DM190,3724,2,-1
device29,3805.0,DB179,3725,0,31
device53,3806.0,BH133,3726,1,3
device62,3807.0,AU120,3727,2,17
device56,3808.0,CH159,3728,3,-1
device5,3809.0,CU172,3729,4,27
device68,3810.0,BI134,3730,3,14
device63,3811.0,AH107,3731,0,1
device39,3812.0,CJ161,3732,2,-1
device88,3813.0,BH133,3733,4,8
device65,3814.0,BA126,3734,5,20
device16,3815.0,CH159,3735,3,20
device92,3816.0,AQ116,3736,1,-1
device92,3817.0,DN191,3737,2,22
device21,3818.0,AI108,3738,0,40
device69,3819.0,AF105,3739,1,19
device12,3820.0,AL111,3740,2,-1
device11,3821.0,CF157,3741,3,40
device51,3822.0,CG158,3742,0,8
device7,3823.0,CW174,3743,2,36
device26,3824.0,BD129,3744,1,-1
device43,3825.0,BN139,3745,4,29
device47,3826.0,BU146,3746,4,38
device10,3827.0,CX175,3747,0,8
device71,3828.0,DV199,3748,3,-1
device97,3829.0,CL163,3749,0,22
device10,3830.0,BS144,3750,5,12
device78,3831.0,AK110,3751,3,5
device9,3832.0,DT197,3752,2,-1
device46,3833.0,AW122,3753,5,8
device79,3834.0,CZ177,3754,3,31
device93,3835.0,CZ177,3755,0,17
device76,3836.0,DO192,3756,4,-1
device88,3837.0,DS196,3757,1,10
device32,3838.0,AK110,3758,5,16
device88,3839.0,CD155,3759,4,30
device18,3840.0,CS170,3760,4,-1
device89,3841.0,AH107,3761,2,24
device65,3842.0,AH107,3762,3,31
device38,3843.0,CJ161,3763,1,19
device90,3844.0,AB101,3764,3,-1
device31,3845.0,DQ194,3765,3,28
device24,3846.0,AD103,3766,3,0
device60,3847.0,AG106,3767,4,30
device81,3848.0,BP141,3768,0,-1
device77,3849.0,CO166,3769,5,22
device39,3850.0,DM190,3770,1,39
device77,3851.0,AH107,3771,5,6
device80,3852.0,BF131,3772,2,-1
device72,3853.0,DQ194,3773,3,35
device16,3854.0,BL137,3774,0,27
device76,3855.0,DV199,3775,4,16
device79,3856.0,CK162,3776,5,-1
device91,3857.0,CG158,3777,1,39
device91,3858.0,AX123,3778,5,0
device95,3859.0,CJ161,3779,3,28
device26,3860.0,CG158,3780,2,-1
device9,3861.0,BZ151,3781,4,2
device26,3862.0,BG132,3782,4,18
device14,3863.0,CP167,3783,5,36
device27,3864.0,BR143,3784,3,-1
device2,3865.0,CD155,3785,4,27
device84,3866.0,BB127,3786,0,0
device15,3867.0,AX123,3787,2,17
device34,3868.0,BD129,3788,4,-1
device87,3869.0,AS118,3789,1,2
device53,3870.0,AY124,3790,3,38
device26,3871.0,BH133,3791,1,0
device53,3872.0,CL163,3792,3,-1
device92,3873.0,BS144,3793,0,13
device30,3874.0,BM138,3794,0,13
device50,3875.0,CX175,3795,0,37
device48,3876.0,BE130,3796,3,-1
device66,3877.0,DP193,3797,1,27
device14,3878.0,AP115,3798,1,25
device11,3879.0,DR195,3799,0,13
device1,3880.0,DB179,3800,4,-1
device46,3881.0,BN139,3801,4,13
device28,3882.0,AY124,3802,1,12
device49,3883.0,CG158,3803,3,25
device62,3884.0,CP167,3804,0,-1
device2,3885.0,DI186,3805,0,1
device45,3886.0,AK110,3806,1,35
device40,3887.0,DG184,3807,4,20
device23,3888.0,DP193,3808,2,-1
device95,3889.0,AR117,3809,1,26
device64,3890.0,DQ194,3810,0,0
device79,3891.0,BE130,3811,5,39
device8,3892.0,CV173,3812,4,-1
device55,3893.0,DN191,3813,0,21
device52,3894.0,BU146,3814,4,34
device7,3895.0,DU198,3815,1,32
device64,3896.0,AG106,3816,5,-1
device24,3897.0,CR169,3817,3,4
device11,3898.0,DT197,3818,0,40
device82,3899.0,CR169,3819,2,23
device13,3900.0,CG158,3820,4,-1
device65,3901.0,AZ125,3821,5,4
device17,3902.0,BC128,3822,1,31
device40,3903.0,DC180,3823,5,28
device70,3904.0,AO114,3824,4,-1
device23,3905.0,BK136,3825,1,24
device60,3906.0,AK110,3826,1,30
device85,3907.0,CW174,3827,4,31
device27,3908.0,AJ109,3828,4,-1
device40,3909.0,CN165,3829,0,7
device36,3910.0,BF131,3830,4,3
device58,3911.0,CF157,3831,1,9
device61,3912.0,DK188,3832,2,-1
device30,3913.0,BM138,3833,3,34
device19,3914.0,BB127,3834,5,4
device3,3915.0,AK110,3835,4,22
device4,3916.0,CV173,3836,4,-1
device79,3917.0,AW122,3837,0,8
device53,3918.0,DP193,3838,4,13
device57,3919.0,BF131,3839,3,38
device97,3920.0,BI134,3840,2,-1
device37,3921.0,CD155,3841,3,13
device70,3922.0,BJ135,3842,3,34
device64,3923.0,BD129,3843,5,7
device28,3924.0,BA126,3844,2,-1
device18,3925.0,DJ187,3845,1,33
device15,3926.0,AL111,3846,3,20
device36,3927.0,DE182,3847,3,36
device35,3928.0,AE104,3848,3,-1
device20,3929.0,AT119,3849,0,22
device88,3930.0,BC128,3850,5,4
device97,3931.0,BK136,3851,2,23
device35,3932.0,DP193,3852,3,-1
device59,3933.0,AQ116,3853,2,40
device20,3934.0,AL111,3854,5,33
device28,3935.0,BF131,3855,4,18
device38,3936.0,BL137,3856,3,-1
device90,3937.0,AC102,3857,0,33
device98,3938.0,CM164,3858,3,0
device44,3939.0,AV121,3859,3,34
device55,3940.0,DI186,3860,2,-1
device70,3941.0,AZ125,3861,2,15
device53,3942.0,CG158,3862,5,15
device76,3943.0,DV199,3863,2,14
device90,3944.0,BH133,3864,2,-1
device48,3945.0,BD129,3865,4,35
device20,3946.0,AD103,3866,2,24
device76,3947.0,AI108,3867,3,15
device58,3948.0,DS196,3868,1,-1
device95,3949.0,DE182,3869,0,36
device40,3950.0,AB101,3870,5,14
device23,3951.0,CZ177,3871,0,2
device60,3952.0,BS144,3872,4,-1
device36,3953.0,CA152,3873,2,38
device51,3954.0,AZ125,3874,4,33
device81,3955.0,BH133,3875,3,22
device3,3956.0,CE156,3876,5,-1
device2,3957.0,DN191,3877,2,37
device39,3958.0,BG132,3878,2,36
device2,3959.0,CT171,3879,4,3
device22,3960.0,AQ116,3880,2,-1
device22,3961.0,DP193,3881,1,33
device2,3962.0,DB179,3882,1,18
device83,3963.0,AG106,3883,3,26
device53,3964.0,CL163,3884,0,-1
device57,3965.0,AX123,3885,1,27
device8,3966.0,DG184,3886,4,38
device52,3967.0,DU198,3887,2,0
device63,3968.0,CW174,3888,0,-1
device31,3969.0,DC180,3889,1,13
device37,3970.0,BQ142,3890,2,16
device81,3971.0,DN191,3891,4,3
device88,3972.0,AM112,3892,5,-1
device95,3973.0,BE130,3893,4,5
device86,3974.0,AH107,3894,0,21
device30,3975.0,DD181,3895,1,2
device24,3976.0,BO140,3896,3,-1
device35,3977.0,AE104,3897,0,26
device26,3978.0,BP141,3898,5,24
device66,3979.0,DM190,3899,2,4
device91,3980.0,BI134,3900,3,-1
device10,3981.0,CL163,3901,3,9
device84,3982.0,CY176,3902,0,21
device86,3983.0,DE182,3903,1,39
device31,3984.0,CT171,3904,5,-1
device76,3985.0,BE130,3905,3,10
device88,3986.0,CZ177,3906,3,11
device42,3987.0,BZ151,3907,1,37
device22,3988.0,CA152,3908,2,-1
device78,3989.0,BL137,3909,0,33
device92,3990.0,CA152,3910,4,9
device98,3991.0,BT145,3911,0,28
device72,3992.0,DM190,3912,5,-1
device71,3993.0,BQ142,3913,4,14
device83,3994.0,BW148,3914,3,17
device5,3995.0,DR195,3915,3,6
device9,3996.0,CZ177,3916,0,-1
device36,3997.0,AG106,3917,2,20
device32,3998.0,BQ142,3918,1,16
device46,3999.0,AP115,3919,2,27
device89,4000.0,CI160,3920,3,-1
device85,4001.0,BS144,3921,2,37
device43,4002.0,AP115,3922,4,33
device72,4003.0,AS118,3923,4,31
device93,4004.0,AS118,3924,0,-1
device83,4005.0,BP141,3925,4,1
device89,4006.0,CB153,3926,3,39
device42,4007.0,BO140,3927,2,29
device43,4008.0,AY124,3928,3,-1
device45,4009.0,CD155,3929,1,34
device60,4010.0,BK136,3930,2,2
device66,4011.0,CW174,3931,4,13
device51,4012.0,AK110,3932,1,-1
device76,4013.0,CW174,3933,3,29
device39,4014.0,CM164,3934,3,2
device41,4015.0,BS144,3935,3,18
device88,4016.0,AS118,3936,4,-1
device38,4017.0,CA152,3937,1,2
device93,4018.0,DH185,3938,1,11
device15,4019.0,CX175,3939,1,8
device80,4020.0,DG184,3940,4,-1
device0,4021.0,AX123,3941,1,28
device47,4022.0,AN113,3942,2,23
device93,4023.0,BJ135,3943,5,13
device7,4024.0,DS196,3944,1,-1
device12,4025.0,CQ168,3945,2,31
device71,4026.0,DR195,3946,5,4
device52,4027.0,BA126,3947,3,38
device7,4028.0,BK136,3948,2,-1
device28,4029.0,CA152,3949,3,15
device17,4030.0,BU146,3950,5,6
device16,4031.0,DJ187,3951,0,28
device81,4032.0,CU172,3952,0,-1
device86,4033.0,BB127,3953,5,3
device61,4034.0,AD103,3954,5,20
device52,4035.0,CP167,3955,4,17
device94,4036.0,CK162,3956,3,-1
device52,4037.0,AC102,3957,1,38
device57,4038.0,CA152,3958,1,28
device24,4039.0,BT145,3959,4,20
device82,4040.0,CE156,3960,5,-1
device14,4041.0,BQ142,3961,5,29
device95,4042.0,DF183,3962,2,38
device4,4043.0,AX123,3963,5,9
device79,4044.0,DV199,3964,1,-1
device72,4045.0,DL189,3965,2,9
device76,4046.0,CD155,3966,5,9
device14,4047.0,BN139,3967,4,24
device19,4048.0,CW174,3968,0,-1
device97,4049.0,AT119,3969,5,13
device48,4050.0,CU172,3970,1,17
device48,4051.0,BF131,3971,0,16
device21,4052.0,AZ125,3972,5,-1
device0,4053.0,DS196,3973,4,28
device85,4054.0,AD103,3974,2,5
device79,4055.0,DL189,3975,1,36
device92,4056.0,AN113,3976,4,-1
device67,4057.0,AU120,3977,0,23
device86,4058.0,AV121,3978,5,17
device91,4059.0,CA152,3979,5,20
device15,4060.0,BZ151,3980,1,-1
device40,4061.0,AO114,3981,2,23
device46,4062.0,DS196,3982,0,26
device41,4063.0,CO166,3983,0,14
device2,4064.0,BW148,3984,5,-1
device65,4065.0,BA126,3985,5,22
device38,4066.0,DN191,3986,3,18
device16,4067.0,CS170,3987,2,14
device9,4068.0,DK188,3988,1,-1
device7,4069.0,BQ142,3989,5,38
device15,4070.0,DJ187,3990,2,12
device25,4071.0,CE156,3991,3,6
device74,4072.0,DD181,3992,2,-1
device6,4073.0,CT171,3993,5,34
device57,4074.0,AL111,3994,2,8
device4,4075.0,AI108,3995,0,8
device56,4076.0,BP141,3996,5,-1
device33,4077.0,DK188,3997,2,18
device94,4078.0,AA100,3998,5,31
device58,4079.0,BS144,3999,3,34
